Program                   : MicroLog3 4.20.05,,,,,,,,,,,
590/750 Filters Used      : 6 / 5,,,,,,,,,,,
Read Time                 : 4月 27 2018 10:35,,,,,,,,,,,
Parent File               : Original Data Record,,,,,,,,,,,
Plate Number              : 1,,,,,,,,,,,
Read Hour                 : 24,,,,,,,,,,,
Sample Number             : PP-EC,,,,,,,,,,,
Plate Type                : OTHER,,,,,,,,,,,
Strain Type               : NOT APPLICABLE,,,,,,,,,,,
Strain Number             : ,,,,,,,,,,,
Strain Name               : ,,,,,,,,,,,
Other                     : 16h,,,,,,,,,,,
Data Input Mode           : Reader,,,,,,,,,,,
Number +/b/- Reactions    : 59 / 6 / 31,,,,,,,,,,,
Database To Search        : User,,,,,,,,,,,
Data Base(s) Searched     : ,,,,,,,,,,,
,,,,,,,,,,,
FILTER = 6,,,,,,,,,,,
0.205,0.191,0.197,0.178,0.173,0.202,0.175,0.194,0.227,0.562,0.675,0.2
0.213,0.194,0.192,0.179,0.219,0.309,0.211,0.407,0.23,0.369,0.236,0.24
0.242,0.219,0.263,0.209,0.226,0.242,0.26,0.227,0.196,0.45,0.197,0.2
0.241,0.234,0.235,0.214,0.218,0.25,0.315,0.211,0.208,0.422,0.283,0.225
0.236,0.268,0.226,0.221,0.249,0.267,0.255,0.256,0.228,0.635,0.256,0.207
0.274,0.34,0.301,0.275,0.274,0.334,0.344,0.304,0.26,0.413,0.486,0.381
0.245,0.361,0.272,0.262,0.37,0.264,0.226,0.28,0.294,0.157,0.173,0.185
0.222,0.337,0.214,0.203,0.189,0.226,0.15,0.2,0.216,0.303,0.122,0.175
,,,,,,,,,,,
FILTER = 5,,,,,,,,,,,
0.161,0.15,0.159,0.144,0.141,0.156,0.141,0.154,0.181,0.461,0.595,0.154
0.167,0.154,0.152,0.146,0.174,0.278,0.166,0.37,0.187,0.273,0.193,0.209
0.188,0.174,0.203,0.157,0.177,0.176,0.178,0.177,0.157,0.322,0.163,0.157
0.194,0.193,0.192,0.18,0.178,0.209,0.199,0.176,0.18,0.366,0.212,0.192
0.188,0.222,0.185,0.184,0.204,0.222,0.215,0.212,0.188,0.547,0.179,0.144
0.212,0.244,0.241,0.226,0.179,0.169,0.282,0.246,0.212,0.294,0.296,0.257
0.198,0.306,0.231,0.213,0.301,0.217,0.185,0.229,0.24,0.116,0.124,0.133
0.186,0.279,0.175,0.166,0.154,0.19,0.123,0.16,0.174,0.22,0.095,0.142
,,,,,,,,,,,
Program                   : MicroLog3 4.20.05,,,,,,,,,,,
590/750 Filters Used      : 6 / 5,,,,,,,,,,,
Read Time                 : 8月 30 2018 21:44,,,,,,,,,,,
Parent File               : Original Data Record,,,,,,,,,,,
Plate Number              : 1,,,,,,,,,,,
Read Hour                 : 4,,,,,,,,,,,
Sample Number             : ,,,,,,,,,,,
Plate Type                : OTHER,,,,,,,,,,,
Strain Type               : NOT APPLICABLE,,,,,,,,,,,
Strain Number             : ,,,,,,,,,,,
Strain Name               : ,,,,,,,,,,,
Other                     : ,,,,,,,,,,,
Data Input Mode           : Reader,,,,,,,,,,,
Number +/b/- Reactions    : 22 / 13 / 61,,,,,,,,,,,
Database To Search        : User,,,,,,,,,,,
Data Base(s) Searched     : ,,,,,,,,,,,
,,,,,,,,,,,
FILTER = 6,,,,,,,,,,,
0.205,0.191,0.197,0.178,0.173,0.202,0.175,0.194,0.227,0.562,0.675,0.2
0.213,0.194,0.192,0.179,0.219,0.309,0.211,0.407,0.23,0.369,0.236,0.24
0.242,0.219,0.263,0.209,0.226,0.242,0.26,0.227,0.196,0.45,0.197,0.2
0.241,0.234,0.235,0.214,0.218,0.25,0.315,0.211,0.208,0.422,0.283,0.225
0.236,0.268,0.226,0.221,0.249,0.267,0.255,0.256,0.228,0.635,0.256,0.207
0.274,0.34,0.301,0.275,0.274,0.334,0.344,0.304,0.26,0.413,0.486,0.381
0.245,0.361,0.272,0.262,0.37,0.264,0.226,0.28,0.294,0.157,0.173,0.185
0.222,0.337,0.214,0.203,0.189,0.226,0.15,0.2,0.216,0.303,0.122,0.175
,,,,,,,,,,,
FILTER = 5,,,,,,,,,,,
0.161,0.15,0.159,0.144,0.141,0.156,0.141,0.154,0.181,0.461,0.595,0.154
0.167,0.154,0.152,0.146,0.174,0.278,0.166,0.37,0.187,0.273,0.193,0.209
0.188,0.174,0.203,0.157,0.177,0.176,0.178,0.177,0.157,0.322,0.163,0.157
0.194,0.193,0.192,0.18,0.178,0.209,0.199,0.176,0.18,0.366,0.212,0.192
0.188,0.222,0.185,0.184,0.204,0.222,0.215,0.212,0.188,0.547,0.179,0.144
0.212,0.244,0.241,0.226,0.179,0.169,0.282,0.246,0.212,0.294,0.296,0.257
