Program                   : MicroLog3 4.20.05,,,,,,,,,,,
590/750 Filters Used      : 6 / 5,,,,,,,,,,,
Read Time                 : 9ÔÂ 29 2018 16:14,,,,,,,,,,,
Parent File               : Original Data Record,,,,,,,,,,,
Plate Number              : 1,,,,,,,,,,,
Read Hour                 : 24,,,,,,,,,,,
Sample Number             : ,,,,,,,,,,,
Plate Type                : OTHER,,,,,,,,,,,
Strain Type               : NOT APPLICABLE,,,,,,,,,,,
Strain Number             : ,,,,,,,,,,,
Strain Name               : ,,,,,,,,,,,
Other                     : ,,,,,,,,,,,
Data Input Mode           : Reader,,,,,,,,,,,
Number +/b/- Reactions    : 24 / 21 / 51,,,,,,,,,,,
Database To Search        : User,,,,,,,,,,,
Data Base(s) Searched     : ,,,,,,,,,,,
,,,,,,,,,,,
FILTER = 6,,,,,,,,,,,
0.195,0.496,0.41,0.502,0.2,0.294,0.193,0.213,0.194,1.155,0.826,0.539
0.197,0.189,0.433,0.109,0.201,0.5,0.261,0.207,0.4,0.846,0.572,0.543
0.44,0.528,0.606,0.48,0.193,0.191,0.58,0.388,0.477,0.978,0.75,0.263
0.448,0.392,0.201,0.2,0.405,0.709,0.705,0.192,0.486,1.087,1.172,0.167
0.194,0.483,0.244,0.204,0.2,0.206,0.203,0.204,0.268,1.037,0.465,1.038
0.269,0.631,0.507,0.553,0.608,0.315,0.337,0.252,0.233,1.212,3.429,1.471
0.182,0.303,0.321,0.391,0.17,0.263,0.201,0.202,0.193,0.474,0.855,0.145
0.201,0.187,0.18,0.192,0.157,0.238,0.18,0.262,0.174,0.724,0.458,0.22
,,,,,,,,,,,
FILTER = 5,,,,,,,,,,,
0.155,0.23,0.275,0.32,0.161,0.187,0.156,0.167,0.157,0.476,0.376,0.275
0.156,0.154,0.234,0.099,0.16,0.324,0.189,0.166,0.258,0.364,0.281,0.261
0.26,0.304,0.321,0.23,0.151,0.149,0.227,0.191,0.294,0.397,0.321,0.104
0.259,0.265,0.161,0.159,0.21,0.295,0.274,0.157,0.233,0.409,0.483,0.11
0.156,0.205,0.178,0.167,0.165,0.168,0.164,0.166,0.187,0.391,0.228,0.439
0.202,0.293,0.253,0.291,0.283,0.158,0.224,0.213,0.181,0.406,1.55,0.788
0.148,0.21,0.219,0.191,0.134,0.201,0.165,0.164,0.158,0.179,0.283,0.105
0.158,0.146,0.139,0.155,0.128,0.177,0.145,0.177,0.141,0.142,0.234,0.17
,,,,,,,,,,,
Program                   : MicroLog3 4.20.05,,,,,,,,,,,
590/750 Filters Used      : 6 / 5,,,,,,,,,,,
Read Time                 : 9ÔÂ 29 2018 16:14,,,,,,,,,,,
Parent File               : Original Data Record,,,,,,,,,,,
Plate Number              : 1,,,,,,,,,,,
Read Hour                 : 24,,,,,,,,,,,
Sample Number             : ,,,,,,,,,,,
Plate Type                : OTHER,,,,,,,,,,,
Strain Type               : NOT APPLICABLE,,,,,,,,,,,
Strain Number             : ,,,,,,,,,,,
Strain Name               : ,,,,,,,,,,,
Other                     : ,,,,,,,,,,,
Data Input Mode           : Reader,,,,,,,,,,,
Number +/b/- Reactions    : 24 / 21 / 51,,,,,,,,,,,
Database To Search        : User,,,,,,,,,,,
Data Base(s) Searched     : ,,,,,,,,,,,
,,,,,,,,,,,
FILTER = 6,,,,,,,,,,,
0.195,0.496,0.41,0.502,0.2,0.294,0.193,0.213,0.194,1.155,0.826,0.539
0.197,0.189,0.433,0.109,0.201,0.5,0.261,0.207,0.4,0.846,0.572,0.543
0.44,0.528,0.606,0.48,0.193,0.191,0.58,0.388,0.477,0.978,0.75,0.263
0.448,0.392,0.201,0.2,0.405,0.709,0.705,0.192,0.486,1.087,1.172,0.167
0.194,0.483,0.244,0.204,0.2,0.206,0.203,0.204,0.268,1.037,0.465,1.038
0.269,0.631,0.507,0.553,0.608,0.315,0.337,0.252,0.233,1.212,3.429,1.471
0.182,0.303,0.321,0.391,0.17,0.263,0.201,0.202,0.193,0.474,0.855,0.145
0.201,0.187,0.18,0.192,0.157,0.238,0.18,0.262,0.174,0.724,0.458,0.22
,,,,,,,,,,,
FILTER = 5,,,,,,,,,,,
0.155,0.23,0.275,0.32,0.161,0.187,0.156,0.167,0.157,0.476,0.376,0.275
0.156,0.154,0.234,0.099,0.16,0.324,0.189,0.166,0.258,0.364,0.281,0.261
0.26,0.304,0.321,0.23,0.151,0.149,0.227,0.191,0.294,0.397,0.321,0.104
0.259,0.265,0.161,0.159,0.21,0.295,0.274,0.157,0.233,0.409,0.483,0.11
0.156,0.205,0.178,0.167,0.165,0.168,0.164,0.166,0.187,0.391,0.228,0.439
0.202,0.293,0.253,0.291,0.283,0.158,0.224,0.213,0.181,0.406,1.55,0.788
0.148,0.21,0.219,0.191,0.134,0.201,0.165,0.164,0.158,0.179,0.283,0.105
0.158,0.146,0.139,0.155,0.128,0.177,0.145,0.177,0.141,0.142,0.234,0.17
